transfer_id,client_id,asset_type,asset_name,ticker,quantity_requested,quantity_received,requested_value,settled_value,origin_custodian,destination_custodian,transfer_type,transfer_direction,request_date,expected_settlement_date,actual_settlement_date,current_stage,status,priority,responsible_team,documentation_complete,exception_flag,exception_type,lifecycle_status,sla_days,elapsed_days,sla_status,reconciliation_status,operational_risk,quantity_difference,quantity_reconciliation,value_difference,value_reconciliation,reconciliation_result,reconciliation_severity,risk_score,risk_drivers,final_risk_level
AT00082,CL45804,ETFs,iShares MSCI Brazil ETF,EWZ,942,942,225934.06,225934.06,J.P. Morgan,Northern Trust,External,Outbound,2026-08-03,2026-08-05,2026-08-05,Completed,Exception,High,Settlement,False,True,Missing Documentation,Exception,5,47,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,70,SLA Breach | Missing Documentation | High Priority,Critical
AT00083,CL27987,Bonds,US Treasury 5Y,UST5Y,177,177,163547.45,163547.45,Northern Trust,Itaú Custódia,Internal,Inbound,2026-08-25,2026-08-30,,In Transit,In Progress,High,Reconciliation,True,False,,In Transit,2,25,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,45,SLA Breach | High Priority,High
AT00084,CL19447,Funds,Emerging Markets Fund,EMF,396,396,39013.73,39013.73,Northern Trust,J.P. Morgan,External,Outbound,2026-09-06,2026-09-10,,Sent to Custodian,In Progress,Medium,Transfers,True,False,,In Transit,5,13,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00085,CL52568,ETFs,iShares MSCI Brazil ETF,EWZ,3779,3779,1918274.26,1918274.26,State Street,J.P. Morgan,External,Inbound,2026-08-16,2026-08-20,2026-08-20,Completed,Completed,Medium,Reconciliation,True,False,,Completed,5,34,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00086,CL39041,Bonds,US Treasury 10Y,UST10Y,49,49,49102.74,49102.74,J.P. Morgan,State Street,External,Outbound,2026-09-11,2026-09-13,2026-09-13,Completed,Completed,Low,Settlement,True,False,,Completed,5,8,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00087,CL95918,Equities,Microsoft Corp.,MSFT,4057,4057,1049865.92,1049865.92,Itaú Custódia,Northern Trust,External,Outbound,2026-08-10,2026-08-14,2026-08-15,Completed,Completed,Medium,Transfers,True,False,,Completed,5,40,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00088,CL56129,Equities,Amazon.com Inc.,AMZN,3792,3792,960745.82,960745.82,J.P. Morgan,Northern Trust,External,Inbound,2026-09-11,2026-09-12,2026-09-13,Completed,Completed,High,Transfers,True,False,,Completed,5,8,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00089,CL68947,ETFs,Invesco QQQ,QQQ,4966,4966,1547385.56,1547385.56,BNY Mellon,J.P. Morgan,External,Inbound,2026-08-22,2026-08-23,2026-08-23,Completed,Exception,Medium,Custody Operations,False,True,Missing Documentation,Exception,5,28,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,55,SLA Breach | Missing Documentation,High
AT00090,CL67595,ETFs,Invesco QQQ,QQQ,3064,3064,1700107.08,1700107.08,Northern Trust,Itaú Custódia,External,Inbound,2026-09-10,2026-09-13,2026-09-13,Completed,Completed,Medium,Reconciliation,True,False,,Completed,5,9,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00091,CL43029,ETFs,Invesco QQQ,QQQ,677,677,250833.06,250833.06,BNY Mellon,Northern Trust,External,Outbound,2026-08-09,2026-08-14,,Validation,In Progress,Medium,Reconciliation,True,False,,Pending Approval,5,41,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00092,CL26750,Equities,NVIDIA Corp.,NVDA,4175,4175,888534.54,888534.54,State Street,Northern Trust,Internal,Inbound,2026-08-22,2026-08-26,2026-08-26,Completed,Completed,Medium,Transfers,True,False,,Completed,2,28,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00093,CL76543,Equities,Amazon.com Inc.,AMZN,1083,1083,345218.05,345218.05,BNY Mellon,State Street,Internal,Inbound,2026-08-29,2026-08-30,2026-08-30,Completed,Completed,High,Reconciliation,True,False,,Completed,2,21,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00094,CL68841,ETFs,iShares MSCI Brazil ETF,EWZ,1969,1969,433588.26,433588.26,Northern Trust,BNY Mellon,External,Outbound,2026-08-30,2026-09-02,,In Transit,In Progress,Low,Settlement,True,False,,In Transit,5,20,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00095,CL89254,ETFs,Invesco QQQ,QQQ,437,437,175957.38,175957.38,State Street,J.P. Morgan,Internal,Outbound,2026-08-06,2026-08-08,2026-08-08,Completed,Completed,Low,Settlement,True,False,,Completed,2,44,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00096,CL69130,Bonds,US Treasury 10Y,UST10Y,222,222,202164.61,202164.61,Itaú Custódia,State Street,Internal,Outbound,2026-08-06,2026-08-09,2026-08-09,Completed,Completed,High,Reconciliation,True,False,,Completed,2,44,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00097,CL29142,ETFs,SPDR S&P 500 ETF,SPY,2360,2360,1308780.23,1308780.23,Northern Trust,BNY Mellon,External,Outbound,2026-09-09,2026-09-10,,Validation,Exception,Medium,Custody Operations,True,True,Account Mismatch,Exception,5,10,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,55,SLA Breach | Account Mismatch,High
AT00098,CL24573,Bonds,US Treasury 10Y,UST10Y,164,164,151596.63,151596.63,BNY Mellon,Itaú Custódia,External,Inbound,2026-08-08,2026-08-12,2026-08-12,Completed,Completed,High,Settlement,True,False,,Completed,5,42,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00099,CL28818,Bonds,US Treasury 5Y,UST5Y,10,10,10229.62,10229.62,BNY Mellon,Itaú Custódia,Internal,Inbound,2026-09-03,2026-09-06,2026-09-06,Completed,Completed,Medium,Transfers,True,False,,Completed,2,16,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00100,CL93318,Funds,Global Fixed Income Fund,GIF,2127,2127,328657.63,328657.63,State Street,J.P. Morgan,External,Inbound,2026-09-12,2026-09-13,,Settlement,In Progress,Low,Transfers,True,False,,Pending Settlement,5,7,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00101,CL56176,Bonds,Brazilian Government Bond,BRGOV,99,99,105541.6,105541.6,Northern Trust,Itaú Custódia,Internal,Inbound,2026-08-05,2026-08-09,2026-08-09,Completed,Exception,High,Transfers,False,True,Missing Documentation,Exception,2,45,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,70,SLA Breach | Missing Documentation | High Priority,Critical
AT00102,CL51365,Bonds,Brazilian Government Bond,BRGOV,213,213,233836.63,233836.63,Itaú Custódia,Northern Trust,External,Inbound,2026-09-11,2026-09-13,2026-09-13,Completed,Completed,Medium,Reconciliation,True,False,,Completed,5,8,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00103,CL26315,Bonds,US Treasury 5Y,UST5Y,465,465,455702.03,455702.03,Northern Trust,Itaú Custódia,External,Inbound,2026-09-01,2026-09-05,2026-09-05,Completed,Completed,High,Custody Operations,True,False,,Completed,5,18,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00104,CL20345,Funds,Emerging Markets Fund,EMF,1528,1528,180587.28,180587.28,State Street,J.P. Morgan,Internal,Outbound,2026-09-12,2026-09-15,2026-09-16,Completed,Completed,Medium,Reconciliation,True,False,,Completed,2,7,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00105,CL68606,Equities,Amazon.com Inc.,AMZN,3573,3573,620093.84,620093.84,J.P. Morgan,BNY Mellon,External,Outbound,2026-09-02,2026-09-04,,Approval,Exception,High,Transfers,True,True,Settlement Delay,Exception,5,17,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,70,SLA Breach | Settlement Delay | High Priority,Critical
AT00106,CL26545,Equities,Microsoft Corp.,MSFT,3010,3010,641032.96,641032.96,Itaú Custódia,J.P. Morgan,Internal,Outbound,2026-08-24,2026-08-27,2026-08-27,Completed,Completed,High,Reconciliation,True,False,,Completed,2,26,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00107,CL62171,Bonds,Brazilian Government Bond,BRGOV,152,152,144388.19,144388.19,J.P. Morgan,BNY Mellon,Internal,Outbound,2026-09-03,2026-09-07,,Validation,Exception,Medium,Custody Operations,True,True,Custodian Rejection,Exception,2,16,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,55,SLA Breach | Custodian Rejection,High
AT00108,CL38124,Bonds,Brazilian Government Bond,BRGOV,479,479,526768.64,526768.64,BNY Mellon,J.P. Morgan,Internal,Inbound,2026-08-29,2026-08-31,,Sent to Custodian,In Progress,High,Reconciliation,True,False,,In Transit,2,21,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,45,SLA Breach | High Priority,High
AT00109,CL97535,Bonds,Brazilian Government Bond,BRGOV,43,43,43429.98,43429.98,State Street,Northern Trust,Internal,Inbound,2026-08-24,2026-08-29,2026-08-29,Completed,Completed,Low,Custody Operations,True,False,,Completed,2,26,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00110,CL13445,Bonds,Brazilian Government Bond,BRGOV,303,266,295056.02,295056.02,Itaú Custódia,BNY Mellon,Internal,Inbound,2026-08-20,2026-08-24,,Settlement,Exception,High,Settlement,True,True,Quantity Difference,Exception,2,30,Outside SLA,Pending,Critical,37,Difference,0.0,Matched,Quantity Difference,High,100,SLA Breach | Quantity Difference | High Priority,Critical
AT00111,CL51553,Equities,NVIDIA Corp.,NVDA,3826,3826,1362243.65,1244779.28,State Street,BNY Mellon,Internal,Inbound,2026-08-28,2026-09-02,,Validation,Exception,High,Settlement,True,True,Value Difference,Exception,2,22,Outside SLA,Pending,Critical,0,Matched,117464.36999999988,Difference,Value Difference,Medium,100,SLA Breach | Value Difference | High Priority,Critical
AT00112,CL52291,ETFs,Invesco QQQ,QQQ,4260,4260,2309811.42,2309811.42,J.P. Morgan,Northern Trust,Internal,Outbound,2026-08-09,2026-08-12,2026-08-12,Completed,Completed,Low,Settlement,True,False,,Completed,2,41,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00113,CL32439,Bonds,Brazilian Government Bond,BRGOV,31,31,33016.46,33016.46,J.P. Morgan,BNY Mellon,Internal,Outbound,2026-09-11,2026-09-13,,Sent to Custodian,In Progress,Low,Custody Operations,True,False,,In Transit,2,8,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00114,CL92203,Bonds,Brazilian Government Bond,BRGOV,499,499,479248.99,479248.99,BNY Mellon,Itaú Custódia,External,Outbound,2026-08-05,2026-08-06,2026-08-07,Completed,Completed,Low,Reconciliation,True,False,,Completed,5,45,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00115,CL89516,ETFs,Invesco QQQ,QQQ,2625,2625,1191250.9,1191250.9,State Street,Itaú Custódia,Internal,Outbound,2026-09-02,2026-09-07,2026-09-07,Completed,Completed,Medium,Custody Operations,True,False,,Completed,2,17,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00116,CL42495,ETFs,SPDR S&P 500 ETF,SPY,424,424,88877.44,88877.44,Northern Trust,Itaú Custódia,Internal,Inbound,2026-08-21,2026-08-26,,Approval,In Progress,Medium,Custody Operations,True,False,,Pending Approval,2,29,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00117,CL75373,Bonds,US Treasury 5Y,UST5Y,21,21,19278.21,19278.21,Northern Trust,Itaú Custódia,Internal,Inbound,2026-09-07,2026-09-10,2026-09-10,Completed,Completed,High,Custody Operations,True,False,,Completed,2,12,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00118,CL47453,Equities,Apple Inc.,AAPL,3540,3540,390358.37,390358.37,State Street,Northern Trust,External,Outbound,2026-08-03,2026-08-07,2026-08-07,Completed,Completed,Medium,Transfers,True,False,,Completed,5,47,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00119,CL60639,Funds,Emerging Markets Fund,EMF,2341,2341,394589.68,394589.68,Itaú Custódia,J.P. Morgan,Internal,Inbound,2026-08-26,2026-08-29,,Registered,In Progress,Medium,Settlement,True,False,,In Transit,2,24,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00120,CL36090,Funds,Emerging Markets Fund,EMF,379,379,10670.59,10670.59,BNY Mellon,Northern Trust,External,Outbound,2026-08-10,2026-08-15,,Approval,In Progress,High,Reconciliation,True,False,,Pending Approval,5,40,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,45,SLA Breach | High Priority,High
AT00121,CL31299,Funds,Emerging Markets Fund,EMF,2501,2501,317302.97,317302.97,Itaú Custódia,Northern Trust,External,Outbound,2026-08-02,2026-08-05,2026-08-05,Completed,Completed,High,Reconciliation,True,False,,Completed,5,48,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00122,CL92478,Equities,Alphabet Inc.,GOOGL,3897,3897,660497.45,660497.45,Itaú Custódia,BNY Mellon,Internal,Outbound,2026-08-11,2026-08-16,2026-08-17,Completed,Completed,High,Settlement,True,False,,Completed,2,39,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00123,CL14138,Equities,Microsoft Corp.,MSFT,165,165,40997.11,40997.11,Northern Trust,BNY Mellon,External,Inbound,2026-08-27,2026-09-01,,Sent to Custodian,In Progress,High,Transfers,True,False,,In Transit,5,23,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,45,SLA Breach | High Priority,High
AT00124,CL28098,ETFs,iShares MSCI Brazil ETF,EWZ,2672,2672,1600441.37,1600441.37,Northern Trust,Itaú Custódia,External,Inbound,2026-08-30,2026-09-04,2026-09-04,Completed,Completed,High,Reconciliation,True,False,,Completed,5,20,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00125,CL89963,Funds,Global Equity Fund,GEF,2069,2069,145287.56,145287.56,State Street,BNY Mellon,External,Outbound,2026-09-15,2026-09-17,2026-09-18,Completed,Completed,Medium,Reconciliation,True,False,,Completed,5,4,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00126,CL47721,Equities,Alphabet Inc.,GOOGL,4459,4417,984825.37,984825.37,Northern Trust,State Street,Internal,Outbound,2026-08-03,2026-08-06,,Validation,Exception,High,Custody Operations,True,True,Quantity Difference,Exception,2,47,Outside SLA,Pending,Critical,42,Difference,0.0,Matched,Quantity Difference,High,100,SLA Breach | Quantity Difference | High Priority,Critical
AT00127,CL38047,ETFs,iShares MSCI Brazil ETF,EWZ,2231,2231,1256417.02,1256417.02,State Street,BNY Mellon,Internal,Inbound,2026-08-16,2026-08-17,2026-08-17,Completed,Completed,Low,Transfers,True,False,,Completed,2,34,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00128,CL64172,Bonds,Brazilian Government Bond,BRGOV,251,251,230947.35,230947.35,BNY Mellon,J.P. Morgan,Internal,Outbound,2026-09-11,2026-09-15,2026-09-15,Completed,Completed,Medium,Reconciliation,True,False,,Completed,2,8,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00129,CL47409,Equities,Apple Inc.,AAPL,4713,4713,728154.21,728154.21,J.P. Morgan,State Street,External,Inbound,2026-08-03,2026-08-07,,Approval,In Progress,Medium,Transfers,True,False,,Pending Approval,5,47,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00130,CL11214,Bonds,Brazilian Government Bond,BRGOV,318,318,293024.32,293024.32,State Street,Northern Trust,External,Outbound,2026-08-09,2026-08-14,2026-08-14,Completed,Completed,Medium,Settlement,True,False,,Completed,5,41,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00131,CL70150,Bonds,Brazilian Government Bond,BRGOV,105,105,94795.77,94795.77,State Street,Northern Trust,Internal,Inbound,2026-09-09,2026-09-13,,In Transit,In Progress,Medium,Transfers,True,False,,In Transit,2,10,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00132,CL34219,ETFs,Invesco QQQ,QQQ,2660,2660,1502112.54,1353447.28,J.P. Morgan,Northern Trust,External,Inbound,2026-08-29,2026-09-01,,Sent to Custodian,Exception,Medium,Reconciliation,True,True,Value Difference,Exception,5,21,Outside SLA,Pending,Critical,0,Matched,148665.26,Difference,Value Difference,Medium,85,SLA Breach | Value Difference,Critical
AT00133,CL40972,Equities,Apple Inc.,AAPL,3822,3822,718776.23,718776.23,Northern Trust,State Street,Internal,Outbound,2026-08-24,2026-08-29,2026-08-29,Completed,Completed,Medium,Reconciliation,True,False,,Completed,2,26,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00134,CL64505,Funds,Emerging Markets Fund,EMF,1839,1839,288970.77,288970.77,Itaú Custódia,J.P. Morgan,External,Outbound,2026-08-05,2026-08-10,2026-08-10,Completed,Completed,Low,Settlement,True,False,,Completed,5,45,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00135,CL53007,Funds,Global Equity Fund,GEF,1732,1732,258146.35,258146.35,Northern Trust,J.P. Morgan,External,Inbound,2026-08-30,2026-09-01,2026-09-02,Completed,Completed,High,Custody Operations,True,False,,Completed,5,20,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00136,CL98181,Bonds,Brazilian Government Bond,BRGOV,21,21,20562.98,20562.98,J.P. Morgan,State Street,Internal,Inbound,2026-08-28,2026-08-31,,In Transit,In Progress,Low,Custody Operations,True,False,,In Transit,2,22,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00137,CL14159,Bonds,US Treasury 5Y,UST5Y,102,102,107487.03,107487.03,Northern Trust,State Street,External,Outbound,2026-08-25,2026-08-29,2026-08-29,Completed,Completed,Medium,Transfers,True,False,,Completed,5,25,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00138,CL33392,Funds,Emerging Markets Fund,EMF,1093,1093,165058.81,165058.81,BNY Mellon,J.P. Morgan,Internal,Outbound,2026-08-30,2026-09-04,2026-09-05,Completed,Completed,Low,Custody Operations,True,False,,Completed,2,20,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00139,CL55371,ETFs,Invesco QQQ,QQQ,1554,1554,878904.64,878904.64,J.P. Morgan,BNY Mellon,External,Inbound,2026-08-16,2026-08-18,2026-08-18,Completed,Completed,High,Transfers,True,False,,Completed,5,34,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00140,CL42077,Equities,NVIDIA Corp.,NVDA,3605,3605,560406.89,560406.89,BNY Mellon,J.P. Morgan,Internal,Outbound,2026-08-15,2026-08-20,2026-08-20,Completed,Completed,Low,Settlement,True,False,,Completed,2,35,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00141,CL64206,Bonds,US Treasury 5Y,UST5Y,41,41,41465.09,41465.09,Itaú Custódia,BNY Mellon,External,Outbound,2026-08-04,2026-08-07,,Settlement,Exception,Medium,Custody Operations,True,True,Custodian Rejection,Exception,5,46,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,55,SLA Breach | Custodian Rejection,High
AT00142,CL63511,ETFs,Invesco QQQ,QQQ,3093,3093,467455.72,467455.72,Itaú Custódia,Northern Trust,Internal,Inbound,2026-08-20,2026-08-22,,Validation,In Progress,Medium,Settlement,True,False,,Pending Approval,2,30,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00143,CL60910,ETFs,Invesco QQQ,QQQ,1675,1675,388004.78,388004.78,J.P. Morgan,Itaú Custódia,External,Inbound,2026-09-04,2026-09-06,2026-09-07,Completed,Completed,High,Transfers,True,False,,Completed,5,15,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00144,CL19539,ETFs,iShares MSCI Brazil ETF,EWZ,4588,4572,777019.49,777019.49,BNY Mellon,Northern Trust,External,Inbound,2026-08-14,2026-08-16,,Validation,Exception,Medium,Settlement,True,True,Quantity Difference,Exception,5,36,Outside SLA,Pending,Critical,16,Difference,0.0,Matched,Quantity Difference,High,85,SLA Breach | Quantity Difference,Critical
AT00145,CL61987,ETFs,iShares MSCI Brazil ETF,EWZ,2644,2644,1259952.29,1259952.29,Northern Trust,Itaú Custódia,External,Outbound,2026-08-17,2026-08-20,2026-08-21,Completed,Completed,High,Custody Operations,True,False,,Completed,5,33,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00146,CL51973,ETFs,Invesco QQQ,QQQ,2573,2573,714423.28,714423.28,Itaú Custódia,BNY Mellon,Internal,Inbound,2026-08-17,2026-08-22,,Reconciliation,Exception,High,Settlement,True,True,Custodian Rejection,Exception,2,33,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,70,SLA Breach | Custodian Rejection | High Priority,Critical
AT00147,CL53236,ETFs,Invesco QQQ,QQQ,4677,4677,2377550.58,2377550.58,Northern Trust,State Street,External,Outbound,2026-09-11,2026-09-15,2026-09-15,Completed,Completed,High,Custody Operations,True,False,,Completed,5,8,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00148,CL34123,Equities,Alphabet Inc.,GOOGL,287,287,122715.7,122715.7,J.P. Morgan,BNY Mellon,Internal,Outbound,2026-08-09,2026-08-11,2026-08-11,Completed,Exception,Medium,Custody Operations,False,True,Missing Documentation,Exception,2,41,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,55,SLA Breach | Missing Documentation,High
AT00149,CL58916,Equities,Alphabet Inc.,GOOGL,3968,3968,1375618.12,1375618.12,J.P. Morgan,BNY Mellon,External,Inbound,2026-08-02,2026-08-07,,In Transit,In Progress,Low,Custody Operations,True,False,,In Transit,5,48,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00150,CL33496,Equities,Apple Inc.,AAPL,4305,4305,503701.65,503701.65,BNY Mellon,Northern Trust,External,Outbound,2026-08-26,2026-08-27,2026-08-28,Completed,Completed,Low,Settlement,True,False,,Completed,5,24,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00151,CL49318,Equities,Apple Inc.,AAPL,775,775,180090.81,180090.81,Northern Trust,Itaú Custódia,Internal,Inbound,2026-09-14,2026-09-16,2026-09-17,Completed,Completed,Medium,Transfers,True,False,,Completed,2,5,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00152,CL79226,Equities,Microsoft Corp.,MSFT,1741,1741,793152.3,793152.3,Itaú Custódia,Northern Trust,External,Inbound,2026-08-05,2026-08-08,,In Transit,In Progress,Low,Reconciliation,True,False,,In Transit,5,45,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00153,CL12052,ETFs,iShares MSCI Brazil ETF,EWZ,1191,1191,552314.29,552314.29,Northern Trust,J.P. Morgan,External,Inbound,2026-09-06,2026-09-08,2026-09-09,Completed,Completed,High,Reconciliation,True,False,,Completed,5,13,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00154,CL60311,ETFs,iShares MSCI Brazil ETF,EWZ,652,652,212184.32,212184.32,State Street,J.P. Morgan,Internal,Outbound,2026-08-15,2026-08-16,2026-08-17,Completed,Completed,Medium,Transfers,True,False,,Completed,2,35,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00155,CL93115,Bonds,US Treasury 5Y,UST5Y,261,261,246808.82,246808.82,Itaú Custódia,Northern Trust,External,Inbound,2026-09-13,2026-09-18,2026-09-18,Completed,Completed,Medium,Settlement,True,False,,Completed,5,6,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00156,CL19634,Equities,Amazon.com Inc.,AMZN,1273,1273,281333.0,281333.0,BNY Mellon,Itaú Custódia,External,Outbound,2026-08-07,2026-08-08,2026-08-08,Completed,Completed,Medium,Transfers,True,False,,Completed,5,43,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00157,CL27367,Equities,Microsoft Corp.,MSFT,3540,3540,892007.98,892007.98,Itaú Custódia,Northern Trust,Internal,Inbound,2026-08-06,2026-08-09,2026-08-09,Completed,Completed,Low,Reconciliation,True,False,,Completed,2,44,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00158,CL64238,Funds,Global Equity Fund,GEF,4633,4633,847548.8,847548.8,BNY Mellon,State Street,External,Inbound,2026-08-09,2026-08-12,2026-08-13,Completed,Completed,Low,Custody Operations,True,False,,Completed,5,41,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00159,CL46170,Funds,Global Fixed Income Fund,GIF,4016,4016,646094.05,646094.05,State Street,Northern Trust,Internal,Outbound,2026-09-08,2026-09-13,2026-09-13,Completed,Completed,Low,Custody Operations,True,False,,Completed,2,11,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00160,CL53544,Funds,Global Fixed Income Fund,GIF,3656,3656,293403.21,293403.21,Itaú Custódia,BNY Mellon,External,Outbound,2026-09-08,2026-09-10,2026-09-10,Completed,Completed,Medium,Reconciliation,True,False,,Completed,5,11,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00161,CL92955,Funds,Emerging Markets Fund,EMF,2035,2035,160072.13,160072.13,State Street,Itaú Custódia,External,Inbound,2026-09-06,2026-09-08,2026-09-08,Completed,Completed,High,Transfers,True,False,,Completed,5,13,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00162,CL70505,ETFs,Invesco QQQ,QQQ,2396,2396,1215263.17,1215263.17,J.P. Morgan,Itaú Custódia,External,Inbound,2026-09-10,2026-09-13,2026-09-13,Completed,Completed,Medium,Transfers,True,False,,Completed,5,9,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00163,CL68860,Funds,Emerging Markets Fund,EMF,3333,3333,387248.38,387248.38,Northern Trust,J.P. Morgan,External,Inbound,2026-08-07,2026-08-09,2026-08-09,Completed,Completed,High,Transfers,True,False,,Completed,5,43,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
